GeneSymbol,log2FoldChange,pvalue,padj
LYRM9,0.11,0.798396,1.000000
SMG7-AS1,-0.46,0.403393,1.000000
RP4-665N4.4,-1.27,0.375327,1.000000
NUCKS1P1,-0.08,0.911769,1.000000
RP11-179D22.1,-0.62,0.917250,1.000000
TRBV29-1,,,
SEC1P,-1.11,0.583463,1.000000
CTAGE3P,2.17,0.248252,1.000000
RPL23AP93,-1.75,0.767594,1.000000
RP11-135A1.2,0.07,0.973743,1.000000
HMGN2P35,-0.29,0.850957,1.000000
CTA-212D2.2,0.17,0.819407,1.000000
DPYD-AS1,0.96,0.786953,1.000000
RP11-544M22.3,,,
NDUFB4P10,,,
RPS10P21,-0.62,0.917250,1.000000
PHKA1P1,0.09,0.951941,1.000000
RP11-302I18.1,-0.90,0.192995,1.000000
AF127936.3,0.44,0.597020,1.000000
GPC5-AS2,,,
AF212831.2,,,
AC006466.5,,,
RPS11P5,-0.19,0.346942,1.000000
AC087499.4,-0.62,0.886172,1.000000
RP11-136K14.1,,,
RP11-267N12.1,,,
IQCA1-AS1,,,
MRPS31P2,0.10,0.883571,1.000000
RP4-543J13.1,,,
RP11-410K21.2,0.73,0.660364,1.000000
RP11-191L9.5,,,
CDY9P,,,
RP4-697P8.3,,,
CYCSP10,0.46,0.416348,1.000000
LINC01166,,,
RP11-534I8.1,-1.11,0.488063,1.000000
RP11-746P2.3,1.74,0.240825,1.000000
DLGAP4-AS1,-2.30,0.089695,0.831338
HSD17B7P1,-0.56,0.784151,1.000000
RP3-510O8.4,1.25,0.184954,1.000000
RAB9AP1,,,
RP5-1115A15.1,0.00,1.000000,1.000000
PLCE1-AS2,,,
TRAPPC2P4,,,
AC097721.1,0.82,0.889736,1.000000
HMGN2P27,1.42,0.509457,1.000000
HSPE1P6,-0.15,0.802056,1.000000
RP11-366L18.1,-1.18,0.686711,1.000000
LINC01400,,,
MTND6P24,,,
TCEB1P4,,,
MRPS16P2,0.82,0.889736,1.000000
AC000078.5,0.11,0.851746,1.000000
USP12PY,1.48,0.685223,1.000000
DDX3P1,-0.33,0.762033,1.000000
AC083864.3,0.00,1.000000,1.000000
LINC00342,0.04,0.891835,1.000000
RP11-324O2.3,0.60,0.146456,1.000000
RP11-223P11.2,,,
RP11-80H5.2,0.54,0.765903,1.000000
RP11-98D18.2,,,
RPL23AP87,-0.48,0.787875,1.000000
RP11-406O23.2,,,
HCG25,-0.40,0.214831,1.000000
RP4-717M23.2,,,
RP13-492C18.1,,,
RP11-390F4.2,-0.57,0.633773,1.000000
RP11-401E14.2,,,
DEFB130,,,
AC002480.4,0.00,1.000000,1.000000
ZNF519P1,,,
IPO7P1,0.13,0.904292,1.000000
RP11-90H3.1,0.39,0.380428,1.000000
HSPA8P18,1.22,0.475757,1.000000
LINC00374,0.00,1.000000,1.000000
SNHG15,-0.06,0.516043,1.000000
AC091069.1,,,
RP11-332H17.1,,,
HMGN2P20,-0.97,0.430308,1.000000
RP11-543E8.1,,,
RPS12P18,0.12,0.906723,1.000000
EIF4EP4,,,
AP001062.9,0.77,0.785813,1.000000
POLHP1,-0.51,0.906790,1.000000
RP11-293A10.3,,,
CYP1B1-AS1,-0.18,0.680002,1.000000
MTCO1P57,,,
TRIM60P10Y,,,
LINC00327,-0.46,0.033300,0.464668
RP11-146N23.4,0.82,0.889736,1.000000
AC092580.2,,,
MTCO1P51,,,
MTCO1P45,0.00,1.000000,1.000000
RP11-296L22.7,,,
RP11-442O18.1,,,
RP11-179A7.2,0.82,0.889736,1.000000
LINC01219,,,
RP11-136B18.1,,,
MTATP6P7,,,
GACAT1,,,
AHCYP4,0.12,0.955872,1.000000
RP11-334A14.5,,,
RPL7P14,-0.62,0.917250,1.000000
RGS5,-0.09,0.717459,1.000000
VPS13A-AS1,-0.62,0.917250,1.000000
RP1-90J20.10,,,
AC005324.6,0.00,1.000000,1.000000
CICP26,,,
AC067959.1,,,
AC034220.3,0.76,0.117559,0.948215
UBTFL11,,,
RP11-475O6.1,-0.78,0.202587,1.000000
NALCN-AS1,-0.62,0.917250,1.000000
RPEP4,0.89,0.865465,1.000000
SLC9A3P1,,,
HDAC1P2,0.24,0.735120,1.000000
FAM157B,0.82,0.827930,1.000000
TBC1D3P7,,,
SLC25A6P1,,,
SNHG7,0.00,0.973670,1.000000
RP5-908M14.5,0.82,0.889736,1.000000
RP4-597N16.1,-0.60,0.763631,1.000000
RP11-42O15.2,0.06,0.973838,1.000000
RP11-490E15.2,,,
RP11-1212A22.4,0.00,1.000000,1.000000
CRYZP1,0.95,0.266583,1.000000
MTCO1P5,,,
RP4-725G10.4,0.20,0.532290,1.000000
RP11-439A17.9,0.91,0.161111,1.000000
RP11-196G18.3,-0.21,0.656136,1.000000
AC125238.3,,,
CASK-AS1,,,
KRTAP8-2P,,,
AC009237.10,,,
AC011899.9,0.35,0.814396,1.000000
MTND5P30,,,
FAM204BP,-0.66,0.549854,1.000000
PHGR1,0.10,0.981419,1.000000
RP1-137K2.2,,,
AC097523.1,-0.62,0.523121,1.000000
RP11-24P14.1,,,
RP5-1069C8.2,0.10,0.986142,1.000000
RP11-1236K1.1,,,
RP11-398B16.2,,,
RP11-490D19.8,-0.41,0.773611,1.000000
ERVH48-1,-0.94,0.267244,1.000000
EEF1A1P14,-0.38,0.245675,1.000000
LINC00884,-0.87,0.000005,0.000275
AC016700.2,0.00,1.000000,1.000000
TTLL7-IT1,-1.24,0.834646,1.000000
SAR1AP4,-0.48,0.891813,1.000000
RP3-380B8.4,-0.48,0.837002,1.000000
PTCHD1-AS,,,
RP1-140K8.1,,,
RP5-930J4.2,0.00,1.000000,1.000000
ZFY-AS1,0.64,0.330300,1.000000
RPSAP59,-0.62,0.917250,1.000000
RPS15AP6,0.38,0.815414,1.000000
AC005009.2,,,
LINC01271,-0.62,0.917250,1.000000
RP11-5P18.5,,,
RP11-90C4.3,,,
LINC01399,-0.60,0.439607,1.000000
RP11-440G5.2,-0.58,0.868966,1.000000
AC073094.4,-0.62,0.917250,1.000000
FTH1P6,,,
RPL23AP25,0.90,0.683429,1.000000
XXyac-YX65C7_A.3,-0.36,0.421684,1.000000
RP11-375O18.2,-0.19,0.720961,1.000000
WTH3DI,-1.49,0.358038,1.000000
AC015922.7,0.97,0.533005,1.000000
LINC00892,0.09,0.988150,1.000000
RP11-520A21.1,,,
CCDC144NL-AS1,-0.03,0.713635,1.000000
RP11-375A5.1,0.72,0.683511,1.000000
HOXB-AS3,0.52,0.680871,1.000000
RP11-524P6.1,,,
AC103563.4,,,
RPL12P3,,,
SUCLA2P2,0.00,1.000000,1.000000
AC006042.7,-1.00,0.630052,1.000000
RP11-22C8.1,0.10,0.986142,1.000000
RP11-301L8.2,,,
RAB1C,0.32,0.514096,1.000000
RP4-533D7.3,0.82,0.889885,1.000000
FAM90A11P,0.00,1.000000,1.000000
LINC00702,0.00,1.000000,1.000000
UBE2V1P8,,,
USP9YP15,,,
VN1R20P,0.00,1.000000,1.000000
CTAGE7P,-0.98,0.196745,1.000000
LINC01007,,,
LINC00456,,,
ACTBP12,0.79,0.672905,1.000000
ZNF736P3Y,,,
AC007317.1,,,
RP5-837O21.2,,,
AC096649.1,,,
FAM90A3P,,,
AC104451.2,,,
MTND3P17,,,
RPS27P18,,,
USP17L11,,,
RP1-67K17.3,,,
RP11-38O23.4,0.00,1.000000,1.000000
DIRC3-AS1,-1.15,0.599449,1.000000
RP11-537A6.9,-0.62,0.917250,1.000000
RP11-364B14.1,,,
BPIFB5P,,,
SYF2P2,0.00,1.000000,1.000000
UBE2E2-AS1,0.82,0.889736,1.000000
RP4-655J12.4,0.82,0.872146,1.000000
HMGA1P8,0.19,0.562644,1.000000
HSFY8P,,,
RP3-388M5.8,,,
RPS24P6,0.30,0.487116,1.000000
AC007390.4,,,
MORF4L1P6,,,
RP11-259F16.3,-0.45,0.778365,1.000000
EEF1A1P26,-0.63,0.618150,1.000000
RP11-863K10.4,0.37,0.450717,1.000000
VN1R34P,,,
CTD-2020K17.3,-0.02,0.979191,1.000000
OR7E157P,,,
RP11-88I18.2,-0.02,0.971904,1.000000
RP11-536P6.3,,,
RP3-468B3.2,0.82,0.860560,1.000000
RP11-421L21.3,0.13,0.494740,1.000000
KLF4P1,,,
RPL12P29,0.46,0.531984,1.000000
RPS24P13,0.29,0.839830,1.000000
AC006372.6,-1.29,0.062016,0.685114
AC005324.7,-0.54,0.927960,1.000000
GS1-304P7.1,3.12,0.056396,0.649699
TMEM256P1,,,
RNF224,0.03,0.967005,1.000000
RP11-324I22.2,0.00,1.000000,1.000000
RP11-67L3.4,0.08,0.955326,1.000000
MAPRE1P3,,,
AC108479.2,,,
RPS3AP1,0.00,1.000000,1.000000
LINC00642,,,
GRPEL2P1,,,
KCNJ6-AS1,,,
AC002511.2,,,
AP000472.2,,,
RP11-414C16.1,,,
MROH3P,0.54,0.761853,1.000000
RP11-89N17.3,,,
LINC00167,0.83,0.705812,1.000000
AC133785.1,,,
RP11-216N14.9,,,
AC113189.5,-0.07,0.795250,1.000000
AC004987.9,-0.83,0.015295,0.267850
LPCAT2BP,,,
CNOT7P1,-0.47,0.578547,1.000000
AC079807.2,0.22,0.601297,1.000000
HNRNPA1P49,0.66,0.095333,0.859240
NPIPB7,0.82,0.889736,1.000000
RP11-740P5.2,,,
RP5-908D6.1,,,
AP001171.1,0.00,1.000000,1.000000
LINC00472,0.82,0.889736,1.000000
DEFA9P,0.00,1.000000,1.000000
RP11-220I1.2,-1.03,0.502334,1.000000
RP11-12D5.5,-0.62,0.917250,1.000000
RP11-415J8.5,-0.61,0.767587,1.000000
GS1-257G1.1,0.20,0.740209,1.000000
MTND6P9,,,
RP3-339A18.6,1.97,0.132436,0.998089
AC007743.1,,,
CRIP1P1,,,
RPL21P134,-0.25,0.753420,1.000000
RP11-445K13.2,2.06,0.484311,1.000000
RP11-219F10.1,,,
FABP3P2,,,
RPSAP63,-0.75,0.834987,1.000000
LINC00264,-0.48,0.788410,1.000000
RP11-380F14.2,,,
AC009518.2,0.82,0.889736,1.000000
AC006042.8,-0.57,0.352167,1.000000
HMGB1P31,-0.14,0.876288,1.000000
RP11-558F24.2,,,
SNRPEP4,-0.13,0.718421,1.000000
RP11-12C17.2,,,
PNPT1P2,,,
AMMECR1LP1,,,
AC009238.8,,,
GPX1,0.14,0.229803,1.000000
RP5-1030M6.3,0.10,0.982327,1.000000
RPS26P2,1.99,0.242565,1.000000
MTCYBP10,,,
MTND3P10,-2.52,0.163082,1.000000
AC009362.2,-0.53,0.404564,1.000000
RP11-760D2.5,,,
RP11-147G16.1,,,
RPL7AP61,,,
RP11-341B24.3,0.20,0.669103,1.000000
RP11-410N8.3,0.82,0.889736,1.000000
FAM90A20P,0.00,1.000000,1.000000
AC092159.2,-0.30,0.840480,1.000000
RASA4DP,-0.31,0.900644,1.000000
HIGD1AP4,0.00,1.000000,1.000000
EIF4A1P1,-0.62,0.917250,1.000000
OR4C14P,,,
XXYLT1-AS1,,,
LINC01346,0.00,1.000000,1.000000
TRGV2,-0.35,0.728033,1.000000
AC109815.2,-0.07,0.940571,1.000000
OSTN-AS1,0.82,0.865226,1.000000
RPS6P12,,,
MTCO1P54,-0.62,0.885363,1.000000
HMGA1P5,,,
DSCR10,,,
RP11-573G6.2,0.00,1.000000,1.000000
PPIAP32,-0.62,0.917250,1.000000
RP11-482E14.1,0.00,1.000000,1.000000
EEF1A1P34,-0.22,0.861187,1.000000
MIPEPP3,-0.59,0.175948,1.000000
USP32P2,-0.42,0.712100,1.000000
PFN1P1,0.13,0.557409,1.000000
AC068287.1,,,
RP1-12G14.7,0.01,0.994906,1.000000
RP4-799P18.2,,,
RNFT1P2,,,
FAM53B-AS1,3.26,0.031249,0.445898
AC016696.1,,,
RP13-221M14.2,,,
UBE2FP3,0.48,0.468711,1.000000
TLR8-AS1,1.50,0.665730,1.000000
AC018878.3,0.00,1.000000,1.000000
RP11-25C19.3,0.00,1.000000,1.000000
RP11-235G24.3,0.00,1.000000,1.000000
ATP6V1G1P4,0.82,0.889736,1.000000
ERP29P1,0.91,0.085553,0.812200
LINC00333,-0.42,0.588735,1.000000
RP1-69D17.3,,,
RP1-300I2.3,,,
RPS7P9,0.00,1.000000,1.000000
LINC00028,,,
CHRM3-AS2,,,
RPL30P15,0.82,0.889736,1.000000
RP1-209A6.1,,,
RP11-202K23.1,0.75,0.539356,1.000000
Z83844.1,0.07,0.943800,1.000000
AC006019.4,,,
RP4-655C5.4,0.10,0.986142,1.000000
ZNF90P2,0.00,1.000000,1.000000
RP11-307L3.4,0.82,0.758838,1.000000
GTF2IP4,0.19,0.562580,1.000000
AC092664.1,-0.22,0.917936,1.000000
RP5-893G23.1,,,
RP5-881L22.6,,,
MTND4P20,,,
USP9YP34,,,
RP11-318G21.4,,,
RPS2P48,-0.82,0.250120,1.000000
AK4P3,-0.97,0.703785,1.000000
NKAPP1,-0.10,0.734677,1.000000
RP11-324F21.1,0.40,0.771088,1.000000
RP11-100E13.1,-0.96,0.219926,1.000000
MTCO3P8,0.82,0.889736,1.000000
RP11-342D11.3,,,
RP4-569D19.5,0.82,0.480422,1.000000
AC104809.4,0.00,1.000000,1.000000
AP000688.29,0.00,1.000000,1.000000
LINC00841,,,
RP11-458D21.1,0.22,0.647106,1.000000
AC008063.3,0.82,0.889736,1.000000
RP11-111I12.1,,,
PRKAR1AP1,-1.09,0.387690,1.000000
TARDBPP1,-0.06,0.953961,1.000000
RP11-86A5.1,,,
LINC01046,-1.70,0.000148,0.005977
RP11-296A18.5,-0.31,0.646236,1.000000
RP11-567C20.3,,,
LA16c-23H5.4,,,
FANK1-AS1,,,
LINC01222,-0.58,0.723862,1.000000
RP11-104L21.2,,,
OR5H15,,,
RP11-101E14.3,,,
AC012065.5,-0.62,0.802527,1.000000
RP4-742N3.1,,,
RP4-781L3.1,0.00,1.000000,1.000000
AC002127.4,,,
RP5-875O13.1,0.82,0.889736,1.000000
RP4-736H5.3,,,
RP11-175I6.5,,,
KRT18P67,,,
EIF3FP3,-0.06,0.770514,1.000000
RP1-212P9.3,0.82,0.835558,1.000000
AC019050.1,0.78,0.626932,1.000000
HOTAIRM1,0.04,0.913926,1.000000
RP11-403I13.9,1.02,0.182843,1.000000
RP11-63N8.3,,,
RP11-344P13.3,-0.31,0.816657,1.000000
RP1-296G17.3,0.82,0.889736,1.000000
AGGF1P2,-0.33,0.648287,1.000000
BTBD18,-0.26,0.723073,1.000000
RP13-580B18.1,,,
HMGA1P6,-0.57,0.835114,1.000000
CYP2AB1P,,,
PPP6R2P1,,,
AC013262.1,,,
RPL17P11,-0.62,0.917250,1.000000
XXyac-YR12DB5.1,0.00,1.000000,1.000000
AC103563.6,,,
PMS2P9,,,
MTATP6P14,,,
RP11-301N24.3,-0.01,0.998949,1.000000
STXBP5-AS1,0.48,0.121945,0.961407
RP11-196D18.2,,,
RP4-667H12.4,-0.62,0.917250,1.000000
LINC01077,0.00,1.000000,1.000000
RP11-336N8.1,0.00,1.000000,1.000000
AC125238.2,0.53,0.273403,1.000000
RPL35AP31,-0.62,0.786697,1.000000
RP11-295G20.2,-0.06,0.639518,1.000000
NANOGP11,,,
U40455.1,-0.33,0.675736,1.000000
ST6GALNAC4P1,-0.49,0.672376,1.000000
RP11-524K22.1,,,
KRT18P62,0.82,0.889736,1.000000
RP11-218D6.4,,,
RAD1P2,0.00,1.000000,1.000000
EEF1A1P6,-0.02,0.928356,1.000000
RP11-45P22.2,0.82,0.820376,1.000000
RP1-187B23.1,0.83,0.619206,1.000000
AC017074.1,,,
AP000946.2,,,
RP11-78O9.1,,,
CTD-2020K17.4,-0.92,0.440277,1.000000
RP11-74B21.1,,,
RP3-467K16.2,,,
RPSAP69,-0.44,0.773530,1.000000
PAXBP1P1,0.00,1.000000,1.000000
AC010091.1,0.75,0.799022,1.000000
RP5-984P4.4,,,
TMEM238,-1.82,0.113327,0.933439
AC009963.3,,,
SYNJ2-IT1,0.00,1.000000,1.000000
HNRNPA1P60,-0.41,0.735351,1.000000
OR5B1P,,,
AC104794.4,0.00,1.000000,1.000000
HNRNPLP1,-0.60,0.200088,1.000000
RP1-269M15.3,,,
ZNF197-AS1,0.46,0.539107,1.000000
RP1-128O3.5,0.00,1.000000,1.000000
RP11-570P14.1,0.03,0.892960,1.000000
LINC01518,-0.62,0.917250,1.000000
RP11-388N2.1,,,
AC005162.5,0.71,0.752242,1.000000
RPL7P35,0.00,1.000000,1.000000
RP11-177F11.1,0.00,1.000000,1.000000
RP5-1172A22.1,0.00,1.000000,1.000000
FAM224A,,,
PHBP5,,,
RANP8,0.37,0.879880,1.000000
RFC5P1,,,
ZNF529-AS1,-0.07,0.687516,1.000000
LINC00430,,,
HCG21,,,
DEFA10P,0.00,1.000000,1.000000
LINC00460,,,
MKNK2P1,-0.55,0.751109,1.000000
RP1-38C16.2,,,
RP1-122K4.2,,,
RP11-867G2.5,1.26,0.309071,1.000000
TEDDM2P,,,
AC017104.2,2.12,0.488398,1.000000
AC011294.3,0.00,1.000000,1.000000
DNM3-IT1,0.00,1.000000,1.000000
RPL31P47,,,
RP11-547D24.1,-0.62,0.917250,1.000000
CHTF8P1,1.33,0.538716,1.000000
EIF3KP2,-1.10,0.445241,1.000000
CYCSP33,,,
PRYP5,,,
RP11-57H14.2,-1.21,0.726235,1.000000
CYCSP44,0.70,0.810544,1.000000
CYCSP35,0.00,1.000000,1.000000
MTCYBP8,,,
LSM1P1,-0.62,0.917250,1.000000
AC108462.1,,,
B4GALT1-AS1,0.94,0.047051,0.584485
RP11-452D2.1,,,
NFU1P2,,,
RP3-486I3.4,,,
AC016831.7,-0.32,0.813285,1.000000
KRT8P39,-0.19,0.844011,1.000000
RP11-548N1.1,-0.62,0.917250,1.000000
OR52E7P,,,
RP11-42D20.1,-0.36,0.951627,1.000000
RP11-500B12.1,0.00,1.000000,1.000000
LINC00690,,,
RP11-545D19.1,,,
CTA-929C8.5,,,
RP11-459D20.1,,,
RP11-778D9.9,,,
RP3-462D8.2,,,
EIF4EP1,1.59,0.243971,1.000000
KRT8P15,-0.36,0.915826,1.000000
AC069155.1,,,
RP4-635A23.3,-0.62,0.917250,1.000000
AC115617.2,0.32,0.509391,1.000000
RP11-763B22.3,0.82,0.813855,1.000000
AC096570.1,0.00,1.000000,1.000000
CYP51A1P2,-0.06,0.840583,1.000000
RP4-694A7.2,0.55,0.525258,1.000000
RP11-153K11.3,0.00,1.000000,1.000000
RP4-665J23.1,0.23,0.683936,1.000000
BTF3P5,0.77,0.354060,1.000000
MTND2P29,,,
RP11-343B5.1,0.24,0.648878,1.000000
NCOR1P3,,,
ERI3-IT1,0.65,0.679659,1.000000
JTBP1,0.00,1.000000,1.000000
AC073628.1,,,
OR6C66P,,,
LINC01392,,,
TWIST2,1.12,0.065489,0.707628
RP11-62H7.2,,,
LINC00462,0.00,1.000000,1.000000
AC079135.1,,,
DCUN1D2-AS,-0.04,0.965967,1.000000
DDX11L10,-0.62,0.917250,1.000000
HNRNPA1P42,1.08,0.483661,1.000000
RP11-542K23.10,,,
AC006328.9,,,
RP11-22M7.2,,,
LINC01137,-0.41,0.200775,1.000000
CYP2T1P,-0.41,0.243295,1.000000
PGAM1P11,-0.45,0.899451,1.000000
RP5-905G11.3,,,
RP11-565J7.1,-0.28,0.687209,1.000000
C4A-AS1,,,
RP1-302D9.5,,,
AC093326.3,,,
GOT2P5,,,
AC037445.1,,,
LINC01158,,,
KRTAP13-5P,,,
GPR158-AS1,,,
RP11-491H19.1,,,
ARHGEF7-IT1,0.00,1.000000,1.000000
RP11-431K24.4,0.00,1.000000,1.000000
OR52T1P,,,
NENFP1,0.00,1.000000,1.000000
AC010095.6,0.78,0.633810,1.000000
RP11-111F5.8,,,
CICP1,,,
CICP7,,,
AC093388.3,-0.69,0.139373,1.000000
IGHD4-4,,,
RP11-716O23.1,0.00,1.000000,1.000000
NDUFA5P4,,,
SPIN4-AS1,-2.04,0.660101,1.000000
CALM2P4,0.26,0.897644,1.000000
RP11-497J7.1,,,
NDUFS5P3,0.82,0.889736,1.000000
RP11-523O18.5,-0.39,0.560714,1.000000
RP11-571F15.3,0.47,0.540139,1.000000
PIRT,,,
AC083899.1,,,
RNASEH2B-AS1,-0.28,0.158176,1.000000
ANAPC1P1,0.22,0.896180,1.000000
RP11-184I16.3,0.82,0.889736,1.000000
FDPSP6,-0.61,0.907290,1.000000
DDX39BP1,,,
HNRNPA1P27,-0.56,0.622079,1.000000
CEACAMP1,,,
RP11-13P5.2,0.00,1.000000,1.000000
RP5-1106H14.1,-0.43,0.942502,1.000000
AC079779.6,0.00,1.000000,1.000000
OR6L1P,,,
PIEZO1P1,,,
CTD-2183H9.3,0.82,0.821076,1.000000
RP11-123O1.1,,,
EBAG9P1,-0.26,0.757574,1.000000
RP11-312J18.7,0.29,0.823287,1.000000
RP11-506O24.1,,,
AC007365.1,-1.82,0.707105,1.000000
GAS6-AS1,0.25,0.309818,1.000000
TTTY18,,,
PRR23C,0.00,1.000000,1.000000
AC107083.1,,,
RP11-20E23.1,,,
SLC26A4-AS1,-0.62,0.808314,1.000000
RP5-1087E8.3,,,
RPL22P11,0.00,1.000000,1.000000
RP11-342M1.7,1.02,0.412463,1.000000
MTND4P28,,,
RP4-808O4.2,,,
EIF4EBP2P1,0.00,1.000000,1.000000
RP4-801G22.3,,,
RP11-379P1.4,0.00,1.000000,1.000000
AC012506.2,,,
AC074367.1,0.10,0.956476,1.000000
RP11-68I18.2,-0.62,0.917250,1.000000
MYCNOS,,,
GOT2P3,-0.26,0.892719,1.000000
LL22NC03-30E12.11,-0.62,0.917250,1.000000
RP11-205K6.1,0.00,1.000000,1.000000
LINC01122,,,
RP11-252C24.2,,,
LINC00284,0.00,1.000000,1.000000
RP11-380I20.2,2.06,0.367275,1.000000
RP11-109P14.9,,,
AC016909.1,,,
RP4-666F24.3,0.10,0.986142,1.000000
IGHV3OR16-10,,,
H2AFZP6,,,
RP11-567G24.3,,,
RP11-573M3.4,,,
RP5-1039K5.13,,,
CICP2,,,
AC016691.2,0.74,0.788020,1.000000
LINC00656,0.36,0.689665,1.000000
RPL36AP13,0.59,0.096992,0.865417
CICP27,0.10,0.986142,1.000000
AC104772.1,,,
AC009414.1,1.50,0.390065,1.000000
AP001628.7,,,
RP4-799D16.1,1.12,0.696657,1.000000
DSCAM-IT1,,,
AC092835.2,-1.07,0.021638,0.345690
AC004947.2,0.00,1.000000,1.000000
AC007969.5,0.04,0.803593,1.000000
MTCO1P20,,,
RP11-154P18.2,-0.62,0.883018,1.000000
AC098617.1,-0.74,0.591476,1.000000
PSMA6P3,,,
CICP5,-0.62,0.917250,1.000000
MED14P1,,,
RP4-811H24.9,-0.38,0.901628,1.000000
LINC01251,1.77,0.292425,1.000000
RP11-777J24.1,-1.21,0.497291,1.000000
HNRNPA1P30,0.73,0.633149,1.000000
ZNF90P3,0.00,1.000000,1.000000
AP001442.2,0.00,1.000000,1.000000
RP13-314C10.5,0.78,0.661302,1.000000
CDC27P1,,,
CTD-2057J6.1,,,
LINC01136,-2.10,0.079659,0.780922
PUDPP2,,,
UFL1-AS1,0.72,0.558905,1.000000
AC139887.4,-0.41,0.757011,1.000000
TRIM49D2,,,
TSPY4,,,
RP11-449J3.3,,,
LINC01237,-0.71,0.083013,0.797570
RP11-268G12.2,,,
MOB1AP2,,,
RP11-66C24.1,,,
IFNA13,,,
RP11-168K11.3,0.10,0.980083,1.000000
AP000695.4,,,
RP1-43O17.2,,,
RP11-535M15.2,0.82,0.862069,1.000000
ENOX1-AS1,0.00,1.000000,1.000000
HIST1H2BN,0.27,0.304399,1.000000
RP3-443C4.2,,,
AC003985.1,,,
RP11-135A24.4,0.14,0.957592,1.000000
FAM58BP,-0.62,0.917250,1.000000
CTC-242N15.1,,,
AC017078.1,0.00,1.000000,1.000000
EIF4HP1,0.05,0.770282,1.000000
RP11-96F8.1,,,
ETF1P3,-1.05,0.487310,1.000000
AC005083.1,0.82,0.889736,1.000000
RP1-92C4.2,,,
RP11-255H23.2,0.00,1.000000,1.000000
EIF3LP2,0.03,0.955844,1.000000
DPH3P1,,,
RP11-389O22.4,-0.33,0.807029,1.000000
PCDH9-AS4,,,
AC062031.1,,,
CYCSP48,,,
KCNQ5-IT1,,,
AC093732.1,0.61,0.799222,1.000000
RP11-307L3.2,-1.44,0.131065,0.995269
AC104113.3,-0.19,0.932961,1.000000
RP3-348I23.2,,,
AC022201.5,,,
AC103563.8,,,
LATS2-AS1,0.00,1.000000,1.000000
AC005304.1,0.00,1.000000,1.000000
POU6F2-AS2,,,
AC026904.1,,,
ADH5P4,-0.41,0.424096,1.000000
RP11-359D14.2,-0.62,0.917250,1.000000
MGAT2P1,,,
AC016907.3,0.00,1.000000,1.000000
LA16c-4G1.3,,,
SLC9B1P3,,,
AC009302.2,0.37,0.151918,1.000000
RPSAP27,,,
AC007881.4,,,
DLG5-AS1,-0.46,0.252120,1.000000
AC005033.6,,,
RPL7P44,-0.34,0.716251,1.000000
RP1-136J15.5,-2.57,0.113043,0.932367
RP11-61L14.6,,,
GAPDHP68,0.00,1.000000,1.000000
RP11-182I10.2,,,
RP11-497J7.2,-1.38,0.697503,1.000000
RP11-309H21.2,,,
XXyac-YM21GA2.3,0.82,0.869988,1.000000
YEATS2-AS1,0.84,0.163472,1.000000
ERVWE2,,,
MTCO2P17,-0.62,0.917250,1.000000
AC007131.2,0.00,1.000000,1.000000
PAIP1P1,-1.08,0.441866,1.000000
EZR-AS1,-1.26,0.479346,1.000000
RP4-650F12.2,-0.62,0.894296,1.000000
RP4-684O24.5,1.33,0.265789,1.000000
RPL17P35,,,
LINC01503,0.23,0.201763,1.000000
XXbac-BPG181B23.6,,,
LONRF2P2,,,
RP11-315I14.2,,,
FLJ31662,,,
RP11-425D10.1,-0.60,0.919278,1.000000
UBE2V1P4,,,
GTF2F2P2,0.00,1.000000,1.000000
AC026202.3,-0.79,0.385335,1.000000
RPL10P9,-0.34,0.186591,1.000000
UBE2Q2P10,1.24,0.555034,1.000000
ZDHHC20P1,0.78,0.661818,1.000000
POTEB,,,
RP11-715L17.1,,,
RP11-372H2.1,,,
RP5-1061H20.5,1.95,0.398261,1.000000
RPS15AP40,-0.02,0.970858,1.000000
AL133493.2,-0.05,0.551657,1.000000
RPSAP13,0.87,0.550027,1.000000
RP11-154D17.1,0.77,0.640728,1.000000
RPS28,0.08,0.484785,1.000000
RP11-305F18.1,0.00,1.000000,1.000000
MT1XP1,-0.02,0.990026,1.000000
KRTAP5-AS1,-0.62,0.917250,1.000000
CTXN2,3.41,0.335395,1.000000
RP11-63P12.2,0.82,0.865866,1.000000
RPL21P38,-0.11,0.943113,1.000000
RP11-399H11.2,,,
CTC-338M12.4,0.33,0.319131,1.000000
AC114755.4,,,
RPL12P45,,,
RP11-404H14.1,,,
AC004012.1,,,
AC114973.1,,,
LINC00265-3P,,,
RP11-344L13.2,,,
RP5-1114G22.1,,,
RP11-336N8.2,-0.41,0.171628,1.000000
RCC2P3,-1.09,0.453887,1.000000
FTLP15,0.82,0.764851,1.000000
AC009970.1,0.16,0.969018,1.000000
UQCRHL,0.19,0.201514,1.000000
AHCYP3,0.00,1.000000,1.000000
BTF3P6,-0.48,0.769963,1.000000
RP11-153N17.1,,,
RP11-368M16.8,,,
ATP8A2P3,1.51,0.435645,1.000000
UBE2SP1,0.06,0.686341,1.000000
RP11-250B2.3,-0.13,0.593105,1.000000
RP11-354E11.2,-1.53,0.231030,1.000000
RP5-1006K12.1,,,
AC092159.3,,,
RPS20P10,-0.48,0.637797,1.000000
LINC01360,0.00,1.000000,1.000000
RP11-823P9.3,2.10,0.488630,1.000000
RP11-288L9.1,-0.60,0.876251,1.000000
RP11-310H4.2,-0.62,0.917250,1.000000
